Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'NNYY'),  mean time (days): 10.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Manufactured Home', 'YYYY'),  mean time (days): 373.0,  stddev (days): 203.728986646, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'NYYN'),  mean time (days): 122.25,  stddev (days): 83.2160841825, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Tilt Up Warehouse', 'YYNY'),  mean time (days): 342.181818182,  stddev (days): 52.3446619663, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Tilt Up Office', 'NYNN'),  mean time (days): 389.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YYNY'),  mean time (days): 90.3333333333,  stddev (days): 74.1449031739, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Theater', 'NYYY'),  mean time (days): 211.5,  stddev (days): 82.7314933988, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'NYNN'),  mean time (days): 181.0,  stddev (days): 200.689810404, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Duplex', 'NYNY'),  mean time (days): 106.193548387,  stddev (days): 145.737988494, number of entries: 31
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'YYYN'),  mean time (days): 415.142857143,  stddev (days): 451.69843501, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Closed Public Parking Garage', 'YYYY'),  mean time (days): 244.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'YNYY'),  mean time (days): 219.967213115,  stddev (days): 346.561825519, number of entries: 61
Key SUBDESC:PERMITFLAG value: ('Single Family', 'YNNY'),  mean time (days): 125.25928009,  stddev (days): 155.984332352, number of entries: 3556
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NYNN'),  mean time (days): 74.9125,  stddev (days): 129.552390871, number of entries: 1040
Key SUBDESC:PERMITFLAG value: ('Tract Site Work', 'NNNY'),  mean time (days): 69.2164179104,  stddev (days): 159.539108833, number of entries: 134
Key SUBDESC:PERMITFLAG value: ('Residential Care', 'YYNY'),  mean time (days): 120.555555556,  stddev (days): 90.4130951676, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'YYYN'),  mean time (days): 108.5,  stddev (days): 4.94974746831, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'NNNN'),  mean time (days): 143.507692308,  stddev (days): 117.496957817, number of entries: 65
Key SUBDESC:PERMITFLAG value: ('Apt/Condo/Townhouse', 'NNYY'),  mean time (days): 65.4154929577,  stddev (days): 80.32409908, number of entries: 142
Key SUBDESC:PERMITFLAG value: ('Online Permits', 'NNNY'),  mean time (days): 58.078313253,  stddev (days): 123.545206594, number of entries: 166
Key SUBDESC:PERMITFLAG value: ('Service Station', 'YNNY'),  mean time (days): 144.875,  stddev (days): 173.804049658, number of entries: 184
Key SUBDESC:PERMITFLAG value: ('Closed Public Parking Garage', 'NYYY'),  mean time (days): 448.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Service Station', 'YYYY'),  mean time (days): 281.62962963,  stddev (days): 313.019555564, number of entries: 27
Key SUBDESC:PERMITFLAG value: ('Duplex', 'NNNY'),  mean time (days): 58.3421052632,  stddev (days): 101.85099485, number of entries: 304
Key SUBDESC:PERMITFLAG value: ('Open Public Parking Garage', 'YNNN'),  mean time (days): 478.076923077,  stddev (days): 397.560993547, number of entries: 13
Key SUBDESC:PERMITFLAG value: ('Multi Family', 'NNNN'),  mean time (days): 209.353424658,  stddev (days): 374.372513139, number of entries: 365
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'NYNY'),  mean time (days): 143.25,  stddev (days): 126.478400189, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NYYY'),  mean time (days): 456.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'NYNN'),  mean time (days): 46.85,  stddev (days): 63.0076238995, number of entries: 240
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NNNN'),  mean time (days): 417.315992293,  stddev (days): 945.212539864, number of entries: 519
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'NNYN'),  mean time (days): 34.1439393939,  stddev (days): 64.068919544, number of entries: 132
Key SUBDESC:PERMITFLAG value: ('Assembly', 'NYYY'),  mean time (days): 132.0,  stddev (days): 24.0416305603, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'YNNN'),  mean time (days): 264.042857143,  stddev (days): 434.622222623, number of entries: 70
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'YNNN'),  mean time (days): 77.4166666667,  stddev (days): 89.0580468812, number of entries: 36
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'YNNN'),  mean time (days): 182.545454545,  stddev (days): 276.88215665, number of entries: 66
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'YNYN'),  mean time (days): 50.5,  stddev (days): 67.5697170829, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Undefined', 'NYNY'),  mean time (days): 341.444444444,  stddev (days): 160.813643009, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'NNNN'),  mean time (days): 950.941176471,  stddev (days): 1352.84554138, number of entries: 17
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'YYYN'),  mean time (days): 148.944444444,  stddev (days): 156.684948871, number of entries: 18
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'YYYY'),  mean time (days): 214.621359223,  stddev (days): 294.679357698, number of entries: 103
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'NYNN'),  mean time (days): 39.8976377953,  stddev (days): 68.3728996506, number of entries: 508
Key SUBDESC:PERMITFLAG value: ('Retail', 'NNYY'),  mean time (days): 74.3913043478,  stddev (days): 82.8458256645, number of entries: 23
Key SUBDESC:PERMITFLAG value: ('Health Club', 'NNYY'),  mean time (days): 68.5,  stddev (days): 21.9203102168, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Assembly', 'YYYN'),  mean time (days): 208.0,  stddev (days): 55.1543289326, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YNNN'),  mean time (days): 144.472222222,  stddev (days): 135.039567982, number of entries: 36
Key SUBDESC:PERMITFLAG value: ('Residential Care', 'YNNY'),  mean time (days): 227.392857143,  stddev (days): 656.345625938, number of entries: 28
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'YYYN'),  mean time (days): 352.333333333,  stddev (days): 124.6769158, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'YNNY'),  mean time (days): 189.0,  stddev (days): 80.7279381627, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Church', 'NYYY'),  mean time (days): 529.166666667,  stddev (days): 846.069599186, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'NNNY'),  mean time (days): 47.8846153846,  stddev (days): 57.7347915372, number of entries: 26
Key SUBDESC:PERMITFLAG value: ('Address Assignment', 'YNNN'),  mean time (days): 0.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'NYYN'),  mean time (days): 334.2,  stddev (days): 362.593022547, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'YYNY'),  mean time (days): 371.052631579,  stddev (days): 821.743774184, number of entries: 19
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NYYY'),  mean time (days): 265.25,  stddev (days): 267.369126864, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Health Club', 'NNNN'),  mean time (days): 249.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Voluntary', 'NNNN'),  mean time (days): 245.692307692,  stddev (days): 478.023776364, number of entries: 13
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'YYNN'),  mean time (days): 146.325,  stddev (days): 176.567323907, number of entries: 40
Key SUBDESC:PERMITFLAG value: ('Open Public Parking Garage', 'NYNN'),  mean time (days): 461.625,  stddev (days): 545.716288796, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'NYNY'),  mean time (days): 15.0,  stddev (days): 4.24264068712, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Single Family', 'YYYY'),  mean time (days): 269.326246761,  stddev (days): 255.393736349, number of entries: 18909
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'YYNN'),  mean time (days): 53.5,  stddev (days): 36.189317024, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Retail', 'YNNN'),  mean time (days): 170.993150685,  stddev (days): 317.189698912, number of entries: 876
Key SUBDESC:PERMITFLAG value: ('Single Family', 'NNNN'),  mean time (days): 392.757163773,  stddev (days): 804.87891694, number of entries: 4781
Key SUBDESC:PERMITFLAG value: ('Assembly', 'YNYN'),  mean time (days): 139.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Apt/Condo/Townhouse', 'YNYY'),  mean time (days): 133.5,  stddev (days): 197.067957822, number of entries: 26
Key SUBDESC:PERMITFLAG value: ('Health Club', 'NYYN'),  mean time (days): 173.333333333,  stddev (days): 94.6273392489, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Undefined', 'NNYY'),  mean time (days): 84.5,  stddev (days): 89.8025612107, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Residential Care', 'YNNN'),  mean time (days): 80.296875,  stddev (days): 173.642277758, number of entries: 64
Key SUBDESC:PERMITFLAG value: ('Closed Public Parking Garage', 'NNYN'),  mean time (days): 34.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Theater', 'NYYN'),  mean time (days): 259.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Auditorium', 'NYYY'),  mean time (days): 217.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Bank', 'NYNN'),  mean time (days): 54.3333333333,  stddev (days): 61.8970920157, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'NNYN'),  mean time (days): 110.875,  stddev (days): 126.695369555, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Canopy Buildings', 'YNNY'),  mean time (days): 229.5,  stddev (days): 157.684812205, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Office', 'NYYN'),  mean time (days): 109.841269841,  stddev (days): 100.791577725, number of entries: 63
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'YYNY'),  mean time (days): 111.666666667,  stddev (days): 12.503332889, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Apt/Condo/Townhouse', 'NYNY'),  mean time (days): 94.25,  stddev (days): 143.065419601, number of entries: 64
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'NYYY'),  mean time (days): 170.0,  stddev (days): 181.019335984, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Auditorium', 'YNNY'),  mean time (days): 87.5,  stddev (days): 48.7903679019, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Church', 'YNYY'),  mean time (days): 265.0,  stddev (days): 296.548938166, number of entries: 23
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'YNYN'),  mean time (days): 185.695652174,  stddev (days): 130.112341244, number of entries: 23
Key SUBDESC:PERMITFLAG value: ('Manufactured Home', 'NNNY'),  mean time (days): 14.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'NNYN'),  mean time (days): 81.8,  stddev (days): 78.0941739184, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'YNYN'),  mean time (days): 115.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'NNNY'),  mean time (days): 30.9867549669,  stddev (days): 64.142340333, number of entries: 151
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'YYNN'),  mean time (days): 137.038461538,  stddev (days): 188.207859723, number of entries: 26
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'YYYY'),  mean time (days): 180.089783282,  stddev (days): 237.529940316, number of entries: 646
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'YNYY'),  mean time (days): 150.179389313,  stddev (days): 168.007167434, number of entries: 262
Key SUBDESC:PERMITFLAG value: ('Open Public Parking Garage', 'YNNY'),  mean time (days): 105.833333333,  stddev (days): 55.1231953597, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Residential Care', 'YYYY'),  mean time (days): 234.888888889,  stddev (days): 191.235602218, number of entries: 45
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NNYN'),  mean time (days): 101.2,  stddev (days): 106.098471781, number of entries: 15
Key SUBDESC:PERMITFLAG value: ('Antenna/Cell Site', 'YNNN'),  mean time (days): 89.2868852459,  stddev (days): 98.9971599483, number of entries: 122
Key SUBDESC:PERMITFLAG value: ('Copy Fee', 'NNNN'),  mean time (days): 69.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'NNNY'),  mean time (days): 42.875,  stddev (days): 71.964690416, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Office', 'YYNY'),  mean time (days): 166.190721649,  stddev (days): 184.149240323, number of entries: 194
Key SUBDESC:PERMITFLAG value: ('Auditorium', 'NNNY'),  mean time (days): 1.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Halfway House', 'YYYY'),  mean time (days): 53.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'NNNN'),  mean time (days): 295.8,  stddev (days): 381.120978168, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Undefined', 'NNYN'),  mean time (days): 26.6666666667,  stddev (days): 18.1383571472, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NNNY'),  mean time (days): 140.928358209,  stddev (days): 264.888872195, number of entries: 335
Key SUBDESC:PERMITFLAG value: ('4030', 'N'),  mean time (days): 100.5,  stddev (days): 120.915259583, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Assembly', 'NYYN'),  mean time (days): 249.0,  stddev (days): 299.914987955, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Tract Site Work', 'YNNN'),  mean time (days): 379.185185185,  stddev (days): 282.805591969, number of entries: 27
Key SUBDESC:PERMITFLAG value: ('Canopy Buildings', 'YYNY'),  mean time (days): 331.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'YYNN'),  mean time (days): 190.125,  stddev (days): 146.679862772, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Health Club', 'YNYN'),  mean time (days): 32.0,  stddev (days): 16.9705627485, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Office', 'NNYY'),  mean time (days): 57.8125,  stddev (days): 64.7810243592, number of entries: 48
Key SUBDESC:PERMITFLAG value: ('Tract Site Work', 'NNYN'),  mean time (days): 14.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Tilt Up Office', 'YNNY'),  mean time (days): 596.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'NYYN'),  mean time (days): 52.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'NNNN'),  mean time (days): 801.8,  stddev (days): 841.411730367, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Condo', 'NYNN'),  mean time (days): 50.5721925134,  stddev (days): 116.380918575, number of entries: 748
Key SUBDESC:PERMITFLAG value: ('Health Club', 'NNYN'),  mean time (days): 100.833333333,  stddev (days): 42.901825913, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Office', 'YNYN'),  mean time (days): 97.3614457831,  stddev (days): 80.5370053277, number of entries: 83
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'YYNY'),  mean time (days): 170.903225806,  stddev (days): 181.937233653, number of entries: 31
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'NYNY'),  mean time (days): 257.5,  stddev (days): 344.361002438, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'YNYY'),  mean time (days): 233.25,  stddev (days): 228.550557083, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YNNY'),  mean time (days): 185.131147541,  stddev (days): 159.540598238, number of entries: 183
Key SUBDESC:PERMITFLAG value: ('Cafeteria', 'YNYN'),  mean time (days): 71.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'YYNN'),  mean time (days): 72.8571428571,  stddev (days): 63.2651261792, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'YNNY'),  mean time (days): 197.222222222,  stddev (days): 137.074713657, number of entries: 18
Key SUBDESC:PERMITFLAG value: ('Service Station', 'NNYY'),  mean time (days): 47.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NYYN'),  mean time (days): 86.5,  stddev (days): 81.6962531441, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('High Rise', 'YNNY'),  mean time (days): 120.933333333,  stddev (days): 111.498537253, number of entries: 15
Key SUBDESC:PERMITFLAG value: ('Undefined', 'YYYY'),  mean time (days): 388.627906977,  stddev (days): 630.792947227, number of entries: 86
Key SUBDESC:PERMITFLAG value: ('Church', 'YYNN'),  mean time (days): 215.153846154,  stddev (days): 216.072845029, number of entries: 13
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YYNN'),  mean time (days): 123.6,  stddev (days): 154.684517648, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Health Club', 'YYYN'),  mean time (days): 91.0,  stddev (days): 8.48528137424, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'NNYN'),  mean time (days): 37.6,  stddev (days): 42.0243315764, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Service Station', 'NNNY'),  mean time (days): 84.63507109,  stddev (days): 155.5622506, number of entries: 211
Key SUBDESC:PERMITFLAG value: ('Single Family', 'YYNN'),  mean time (days): 55.7720510096,  stddev (days): 131.995535846, number of entries: 1882
Key SUBDESC:PERMITFLAG value: ('Open Public Parking Garage', 'NNNY'),  mean time (days): 140.0,  stddev (days): 157.866456798, number of entries: 12
Key SUBDESC:PERMITFLAG value: ('Church', 'NNYY'),  mean time (days): 77.4,  stddev (days): 50.1247333049, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Condo', 'YNYY'),  mean time (days): 72.3846153846,  stddev (days): 49.585543799, number of entries: 26
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'NYYY'),  mean time (days): 579.0,  stddev (days): 436.991990773, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'NNYN'),  mean time (days): 29.5161290323,  stddev (days): 52.366846581, number of entries: 62
Key SUBDESC:PERMITFLAG value: ('Condo', 'YYYN'),  mean time (days): 130.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Health Club', 'NYYY'),  mean time (days): 131.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Undefined', 'YYNN'),  mean time (days): 380.9375,  stddev (days): 393.459946077, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Multi Family', 'NNYN'),  mean time (days): 574.5,  stddev (days): 27.5771644663, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YNNY'),  mean time (days): 256.074766355,  stddev (days): 249.452710417, number of entries: 107
Key SUBDESC:PERMITFLAG value: ('', 'NNYN'),  mean time (days): 10937.0,  stddev (days): 4014.95230358, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'NNNY'),  mean time (days): 60.829015544,  stddev (days): 102.488348594, number of entries: 386
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YYYY'),  mean time (days): 488.0,  stddev (days): 244.150056318, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Multi Family', 'NNNY'),  mean time (days): 259.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'NNNY'),  mean time (days): 86.8333333333,  stddev (days): 88.9238397471, number of entries: 24
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YNYY'),  mean time (days): 171.493975904,  stddev (days): 181.299400231, number of entries: 83
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NYYN'),  mean time (days): 124.363636364,  stddev (days): 114.756501103, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'YNYY'),  mean time (days): 42.5,  stddev (days): 41.71930009, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Cafeteria', 'NYYY'),  mean time (days): 51.5,  stddev (days): 13.4350288425, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Tilt Up Office', 'NNNY'),  mean time (days): 171.428571429,  stddev (days): 99.1746895514, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'NYYN'),  mean time (days): 124.752688172,  stddev (days): 135.22595068, number of entries: 93
Key SUBDESC:PERMITFLAG value: ('Church', 'YNNN'),  mean time (days): 173.790909091,  stddev (days): 301.399764873, number of entries: 110
Key SUBDESC:PERMITFLAG value: ('Undefined', 'NYNN'),  mean time (days): 152.717391304,  stddev (days): 185.769461648, number of entries: 92
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NNYY'),  mean time (days): 97.6666666667,  stddev (days): 148.355148209, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Theater', 'YNYY'),  mean time (days): 187.5,  stddev (days): 113.844191771, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'YYYN'),  mean time (days): 121.666666667,  stddev (days): 46.306946923, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Service Station', 'NNNN'),  mean time (days): 663.391304348,  stddev (days): 1189.54470813, number of entries: 23
Key SUBDESC:PERMITFLAG value: ('Service Station', 'YYNY'),  mean time (days): 128.96,  stddev (days): 99.5115068723, number of entries: 25
Key SUBDESC:PERMITFLAG value: ('Tilt Up Warehouse', 'YYYY'),  mean time (days): 269.8,  stddev (days): 68.6527493987, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Single Family', 'NYNN'),  mean time (days): 30.9657147855,  stddev (days): 71.4647261331, number of entries: 22867
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'YYNN'),  mean time (days): 142.909090909,  stddev (days): 134.962553729, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'NYYY'),  mean time (days): 123.15,  stddev (days): 83.5396376137, number of entries: 20
Key SUBDESC:PERMITFLAG value: ('Office', 'NNYN'),  mean time (days): 63.4730538922,  stddev (days): 101.410403028, number of entries: 334
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YYNY'),  mean time (days): 200.267857143,  stddev (days): 226.049672021, number of entries: 56
Key SUBDESC:PERMITFLAG value: ('Agricultural Building', 'NNNY'),  mean time (days): 642.0,  stddev (days): 861.256059485, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Undefined', 'YYNY'),  mean time (days): 280.636363636,  stddev (days): 173.580460123, number of entries: 33
Key SUBDESC:PERMITFLAG value: ('Store', 'NNNN'),  mean time (days): 239.981481481,  stddev (days): 476.316903021, number of entries: 54
Key SUBDESC:PERMITFLAG value: ('Office', 'NNNY'),  mean time (days): 80.6487119438,  stddev (days): 100.634021026, number of entries: 1281
Key SUBDESC:PERMITFLAG value: ('Duplex', 'NYNN'),  mean time (days): 29.0354330709,  stddev (days): 49.7337955373, number of entries: 508
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'NYYY'),  mean time (days): 196.0,  stddev (days): 187.621960335, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Halfway House', 'NNNY'),  mean time (days): 6.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Single Family', 'YNYN'),  mean time (days): 70.8524590164,  stddev (days): 96.9585983154, number of entries: 122
Key SUBDESC:PERMITFLAG value: ('Canopy Buildings', 'YNNN'),  mean time (days): 219.5,  stddev (days): 230.358416386, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Retail', 'NNNN'),  mean time (days): 264.834437086,  stddev (days): 636.909343946, number of entries: 151
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'YYYN'),  mean time (days): 202.205882353,  stddev (days): 334.439538352, number of entries: 34
Key SUBDESC:PERMITFLAG value: ('Tract Site Work', 'NYNY'),  mean time (days): 126.5,  stddev (days): 133.643181644, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Assembly', 'NYNY'),  mean time (days): 341.333333333,  stddev (days): 212.241214973, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'YNNY'),  mean time (days): 286.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'NNYN'),  mean time (days): 60.7,  stddev (days): 104.242682439, number of entries: 20
Key SUBDESC:PERMITFLAG value: ('Halfway House', 'NNYN'),  mean time (days): 22.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'YNYN'),  mean time (days): 99.5,  stddev (days): 4.94974746831, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NNYY'),  mean time (days): 56.2954545455,  stddev (days): 90.6625876902, number of entries: 88
Key SUBDESC:PERMITFLAG value: ('Office', 'YNNY'),  mean time (days): 131.175362319,  stddev (days): 172.123507574, number of entries: 690
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'NYYY'),  mean time (days): 144.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Bank', 'YNYY'),  mean time (days): 160.86,  stddev (days): 230.690357892, number of entries: 50
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'YYYY'),  mean time (days): 199.620253165,  stddev (days): 218.791394841, number of entries: 79
Key SUBDESC:PERMITFLAG value: ('Cafeteria', 'YNYY'),  mean time (days): 73.6666666667,  stddev (days): 9.71253485622, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Assembly', 'YNYY'),  mean time (days): 112.1,  stddev (days): 62.0258906515, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'NNNY'),  mean time (days): 31.9875,  stddev (days): 70.8180935455, number of entries: 80
Key SUBDESC:PERMITFLAG value: ('Apartment', 'NNYY'),  mean time (days): 62.2079207921,  stddev (days): 73.0717889245, number of entries: 101
Key SUBDESC:PERMITFLAG value: ('Online Permits', 'YNNN'),  mean time (days): 31.5812449475,  stddev (days): 170.01976157, number of entries: 1237
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YYNN'),  mean time (days): 180.888888889,  stddev (days): 313.284393341, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NYNY'),  mean time (days): 314.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Church', 'NNNN'),  mean time (days): 568.0,  stddev (days): 274.634909167, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'YNNY'),  mean time (days): 122.8,  stddev (days): 109.030729613, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'NYNN'),  mean time (days): 9.33333333333,  stddev (days): 4.04145188433, number of entries: 3
